ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2031,0,0,50,0,-50
2032,0,0,24,0,-24
2033,1,0,2,0,-2
2034,0,0,58,0,-58
2035,0,0,112,0,-112
2036,1,1,243,1478,1235
2037,1,0,8,0,-8
2038,0,0,13,0,-13
2039,0,0,96,0,-96
2040,0,0,16,0,-16
2041,1,1,58,1218,1160
2042,1,0,19,0,-19
2043,0,0,0,0,0
2044,1,0,20,0,-20
2045,0,0,2,0,-2
2046,1,1,1,1720,1719
2047,1,0,26,0,-26
2048,0,0,8,0,-8
2049,1,1,477,1818,1341
2050,1,1,1200,1234,34
2051,0,0,144,0,-144
2052,0,0,12,0,-12
2053,0,0,24,0,-24
2054,0,0,12,0,-12
2055,1,0,0,0,0
2056,1,0,61,0,-61
2057,0,0,134,0,-134
2058,0,0,52,0,-52
2059,1,1,256,1337,1081
2060,1,1,797,1283,486
2061,0,0,7,0,-7
2062,1,0,9,0,-9
2063,1,0,4,0,-4
2064,1,0,260,0,-260
2065,0,0,39,0,-39
2066,0,0,5,0,-5
2067,0,0,79,0,-79
2068,1,0,147,0,-147
2069,1,0,22,0,-22
2070,1,0,53,0,-53
2071,1,1,189,1758,1569
2072,1,0,16,0,-16
2073,0,0,64,0,-64
2074,1,0,14,0,-14
2075,1,1,1412,1382,-30
2076,1,0,51,0,-51
2077,1,0,45,0,-45
2078,1,0,30,0,-30
2079,0,0,57,0,-57
2080,1,0,68,0,-68
2081,1,0,32,0,-32
2082,1,1,183,1257,1074
2083,0,0,132,0,-132
2084,0,0,62,0,-62
2085,0,0,52,0,-52
2086,1,1,283,1296,1013
2087,1,0,2,0,-2
2088,1,1,368,1683,1315
2089,0,0,8,0,-8
2090,0,0,35,0,-35
2091,0,0,55,0,-55
2092,1,1,1255,1464,209
2093,0,0,68,0,-68
2094,0,0,1,0,-1
2095,0,0,155,0,-155
2096,1,0,61,0,-61
2097,1,0,3,0,-3
2098,1,1,166,1204,1038
2099,1,0,2,0,-2
2100,1,0,26,0,-26
2101,1,0,1,0,-1
2102,0,0,106,0,-106
2103,0,0,120,0,-120
2104,1,1,348,1273,925
2105,0,0,39,0,-39
2106,1,1,684,1398,714
2107,1,0,45,0,-45
2108,0,0,25,0,-25
2109,1,1,675,1936,1261
2110,1,1,1156,1239,83
2111,1,1,605,1200,595
2112,1,0,10,0,-10
2113,1,1,361,2601,2240
2114,1,1,1017,2304,1287
2115,1,0,17,0,-17
2116,1,0,6,0,-6
2117,1,0,24,0,-24
2118,1,0,98,0,-98
2119,1,1,253,2008,1755
2120,0,0,73,0,-73
2121,0,0,16,0,-16
2122,0,0,5,0,-5
2123,1,1,335,1383,1048
2124,1,1,498,1249,751
2125,1,0,99,0,-99
2126,1,1,213,1219,1006
2127,1,1,514,2121,1607
2128,1,1,568,2648,2080
2129,0,0,1,0,-1
2130,0,0,19,0,-19
2131,0,0,86,0,-86
2132,1,1,482,1232,750
2133,1,1,587,1495,908
2134,0,0,41,0,-41
2135,0,0,36,0,-36
2136,1,1,528,1477,949
2137,0,0,27,0,-27
2138,1,0,79,0,-79
2139,1,0,144,0,-144
2140,0,0,129,0,-129
2141,1,0,23,0,-23
2142,1,1,1714,1386,-328
2143,1,0,45,0,-45
2144,0,0,111,0,-111
2145,0,0,30,0,-30
2146,0,0,0,0,0
2147,1,1,263,1375,1112
2148,0,0,2,0,-2
2149,1,1,117,1761,1644
2150,1,0,19,0,-19
2151,1,0,113,0,-113
2152,0,0,92,0,-92
2153,0,0,82,0,-82
2154,1,0,32,0,-32
2155,1,0,29,0,-29
2156,0,0,142,0,-142
2157,1,1,507,1336,829
2158,1,1,148,1629,1481
2159,1,0,56,0,-56
2160,0,0,8,0,-8
2161,1,1,532,1263,731
2162,1,1,1269,1440,171
2163,1,0,25,0,-25
2164,1,1,572,1661,1089
2165,0,0,73,0,-73
2166,1,0,78,0,-78
2167,1,0,0,0,0
2168,0,0,14,0,-14
2169,1,1,186,1292,1106
2170,1,1,445,1492,1047
2171,0,0,66,0,-66
2172,1,0,24,0,-24
2173,1,1,1020,1963,943
2174,0,0,3,0,-3
2175,1,1,60,1503,1443
2176,1,0,0,0,0
2177,0,0,77,0,-77
2178,1,0,69,0,-69
2179,1,0,23,0,-23
2180,0,0,24,0,-24
2181,0,0,184,0,-184
2182,1,0,167,0,-167
2183,0,0,88,0,-88
2184,1,1,308,1460,1152
2185,0,0,52,0,-52
2186,0,0,51,0,-51
2187,0,0,57,0,-57
2188,1,1,607,1828,1221
2189,1,0,17,0,-17
2190,1,0,33,0,-33
2191,1,1,223,1427,1204
2192,1,0,17,0,-17
2193,0,0,51,0,-51
2194,0,0,28,0,-28
2195,0,0,217,0,-217
2196,0,0,34,0,-34
2197,0,0,2,0,-2
2198,0,0,60,0,-60
2199,1,0,11,0,-11
2200,1,0,17,0,-17
2201,0,0,28,0,-28
2202,1,0,16,0,-16
2203,1,1,832,1286,454
2204,1,1,1574,1375,-199
2205,0,0,40,0,-40
2206,1,0,95,0,-95
2207,1,0,1,0,-1
2208,0,0,17,0,-17
2209,0,0,25,0,-25
2210,1,0,117,0,-117
2211,1,0,50,0,-50
2212,0,0,0,0,0
2213,1,1,952,1670,718
2214,1,1,464,1325,861
2215,0,0,25,0,-25
2216,0,0,67,0,-67
2217,1,1,90,1424,1334
2218,0,0,194,0,-194
2219,1,0,105,0,-105
2220,1,0,64,0,-64
2221,1,0,168,0,-168
2222,1,0,11,0,-11
2223,1,1,101,1574,1473
2224,1,1,485,1373,888
2225,1,0,27,0,-27
2226,1,0,38,0,-38
2227,0,0,8,0,-8
2228,1,0,17,0,-17
2229,0,0,58,0,-58
2230,0,0,40,0,-40
2231,0,0,19,0,-19
2232,1,0,31,0,-31
2233,0,0,4,0,-4
2234,1,1,93,1293,1200
2235,1,1,66,1549,1483
2236,1,0,181,0,-181
2237,1,0,32,0,-32
2238,0,0,27,0,-27
2239,1,0,16,0,-16
2240,0,0,246,0,-246
2241,1,1,392,1412,1020
2242,0,0,35,0,-35
2243,0,0,188,0,-188
2244,1,0,6,0,-6
2245,0,0,1,0,-1
2246,0,0,39,0,-39
2247,1,0,12,0,-12
2248,1,0,80,0,-80
2249,1,1,325,1345,1020
2250,1,0,14,0,-14
2251,1,1,618,1303,685
2252,1,0,38,0,-38
2253,0,0,207,0,-207
2254,1,1,348,1872,1524
2255,0,0,66,0,-66
2256,0,0,14,0,-14
2257,1,0,24,0,-24
2258,1,1,659,1886,1227
2259,1,1,463,1457,994
2260,0,0,56,0,-56
2261,1,1,246,1440,1194
2262,1,0,87,0,-87
2263,1,0,17,0,-17
2264,1,0,48,0,-48
2265,0,0,96,0,-96
2266,1,0,48,0,-48
2267,0,0,42,0,-42
2268,0,0,34,0,-34
2269,1,0,15,0,-15
2270,1,0,57,0,-57
2271,1,0,88,0,-88
2272,1,0,54,0,-54
2273,1,1,911,1357,446
2274,1,1,990,1346,356
2275,1,1,763,1210,447
2276,0,0,141,0,-141
2277,1,0,18,0,-18
2278,1,1,927,1493,566
2279,1,1,1915,1264,-651
2280,1,1,968,1306,338
2281,0,0,100,0,-100
2282,1,0,80,0,-80
2283,1,0,103,0,-103
2284,0,0,124,0,-124
2285,0,0,31,0,-31
2286,1,0,48,0,-48
2287,0,0,178,0,-178
2288,0,0,77,0,-77
2289,1,0,51,0,-51
2290,1,1,85,1326,1241
2291,1,0,88,0,-88
2292,0,0,71,0,-71
2293,1,1,442,2644,2202
2294,1,0,27,0,-27
2295,1,1,607,1259,652
2296,0,0,56,0,-56
2297,1,0,32,0,-32
2298,1,1,252,2055,1803
2299,0,0,17,0,-17
2300,0,0,67,0,-67
2301,0,0,204,0,-204
2302,0,0,12,0,-12
2303,1,1,241,1221,980
2304,0,0,64,0,-64
2305,1,0,32,0,-32
2306,1,1,1109,1219,110
2307,1,1,205,2647,2442
2308,1,0,5,0,-5
2309,0,0,13,0,-13
2310,1,0,75,0,-75
2311,1,0,4,0,-4
2312,1,0,16,0,-16
2313,1,1,261,1368,1107
2314,1,0,4,0,-4
2315,1,0,4,0,-4
2316,1,1,510,1415,905
2317,0,0,111,0,-111
2318,1,0,15,0,-15
2319,1,0,299,0,-299
2320,1,0,19,0,-19
2321,1,0,15,0,-15
2322,1,0,51,0,-51
2323,1,1,1183,1630,447
2324,1,0,49,0,-49
2325,0,0,143,0,-143
2326,1,0,96,0,-96
2327,0,0,93,0,-93
2328,1,1,1559,1276,-283
2329,0,0,68,0,-68
2330,0,0,2,0,-2
2331,1,0,11,0,-11
2332,1,1,144,1397,1253
2333,0,0,45,0,-45
2334,0,0,6,0,-6
2335,1,1,1062,1229,167
2336,1,1,122,1773,1651
2337,0,0,29,0,-29
2338,1,0,6,0,-6
2339,0,0,4,0,-4
2340,1,1,39,1593,1554
2341,1,1,8,1313,1305
2342,0,0,2,0,-2
2343,0,0,22,0,-22
2344,1,1,375,1726,1351
2345,1,0,93,0,-93
2346,0,0,18,0,-18
2347,0,0,58,0,-58
2348,0,0,7,0,-7
2349,1,1,398,1371,973
2350,1,1,757,1255,498
2351,1,1,52,1369,1317
2352,0,0,27,0,-27
2353,1,0,16,0,-16
2354,1,1,663,2604,1941
2355,1,1,118,1263,1145
2356,1,0,23,0,-23
2357,0,0,39,0,-39
2358,0,0,75,0,-75
2359,1,0,11,0,-11
2360,1,0,127,0,-127
2361,0,0,9,0,-9
2362,1,1,90,1383,1293
2363,1,0,3,0,-3
2364,1,0,24,0,-24
2365,0,0,3,0,-3
2366,1,0,70,0,-70
2367,1,0,119,0,-119
2368,0,0,6,0,-6
2369,1,1,1693,1531,-162
2370,1,0,4,0,-4
2371,1,1,354,1257,903
2372,1,1,463,1282,819
2373,1,0,19,0,-19
2374,0,0,46,0,-46
2375,1,1,237,2628,2391
2376,0,0,149,0,-149
2377,1,1,1492,1318,-174
2378,1,1,184,1656,1472
2379,1,0,14,0,-14
2380,1,0,8,0,-8
2381,0,0,25,0,-25
2382,0,0,26,0,-26
2383,0,0,6,0,-6
2384,1,0,105,0,-105
2385,0,0,55,0,-55
2386,0,0,23,0,-23
2387,1,0,50,0,-50
2388,0,0,5,0,-5
2389,0,0,11,0,-11
2390,1,0,29,0,-29
2391,0,0,14,0,-14
2392,1,1,415,1471,1056
2393,0,0,18,0,-18
2394,1,0,0,0,0
2395,1,0,11,0,-11
2396,1,0,19,0,-19
2397,0,0,38,0,-38
2398,1,1,382,1271,889
2399,1,1,1054,2396,1342
2400,1,1,432,1472,1040
2401,1,1,607,1359,752
2402,0,0,26,0,-26
2403,0,0,56,0,-56
2404,1,1,190,2585,2395
2405,1,1,410,1746,1336
2406,0,0,22,0,-22
2407,1,0,65,0,-65
2408,1,1,390,1216,826
2409,1,0,54,0,-54
2410,0,0,61,0,-61
2411,1,1,360,1258,898
2412,0,0,8,0,-8
2413,1,1,561,1214,653
2414,1,0,130,0,-130
2415,1,0,79,0,-79
2416,1,1,397,1776,1379
2417,1,1,1755,1222,-533
2418,1,1,476,2068,1592
2419,1,1,762,1326,564
2420,1,0,100,0,-100
2421,0,0,2,0,-2
2422,0,0,96,0,-96
2423,0,0,8,0,-8
2424,0,0,152,0,-152
2425,1,1,62,1506,1444
2426,1,1,594,1966,1372
2427,0,0,40,0,-40
2428,1,0,8,0,-8
2429,0,0,89,0,-89
2430,1,1,245,1462,1217
2431,1,1,164,1453,1289
2432,0,0,45,0,-45
2433,0,0,85,0,-85
2434,0,0,8,0,-8
2435,1,0,3,0,-3
2436,1,0,4,0,-4
2437,1,1,749,1380,631
2438,1,1,105,1301,1196
2439,1,1,53,1393,1340
2440,0,0,4,0,-4
2441,1,1,480,1281,801
2442,0,0,40,0,-40
2443,1,0,85,0,-85
2444,0,0,36,0,-36
2445,0,0,39,0,-39
2446,1,1,1592,1254,-338
2447,1,0,17,0,-17
2448,1,1,354,1220,866
2449,0,0,28,0,-28
2450,0,0,6,0,-6
2451,0,0,25,0,-25
2452,0,0,9,0,-9
2453,1,1,39,1244,1205
2454,1,0,70,0,-70
2455,0,0,15,0,-15
2456,0,0,141,0,-141
2457,1,0,16,0,-16
2458,0,0,9,0,-9
2459,1,0,45,0,-45
2460,1,1,363,1271,908
2461,1,1,380,1450,1070
2462,1,1,1073,1698,625
2463,1,1,1279,1301,22
2464,1,1,452,1398,946
2465,0,0,16,0,-16
2466,1,1,470,1520,1050
2467,1,0,138,0,-138
2468,1,1,1643,1266,-377
2469,0,0,82,0,-82
2470,1,0,69,0,-69
2471,1,0,9,0,-9
2472,1,0,12,0,-12
2473,0,0,34,0,-34
2474,0,0,4,0,-4
2475,1,0,9,0,-9
2476,0,0,56,0,-56
2477,0,0,185,0,-185
2478,1,0,182,0,-182
2479,1,0,59,0,-59
2480,1,0,32,0,-32
2481,1,0,156,0,-156
2482,0,0,17,0,-17
2483,0,0,134,0,-134
2484,1,1,874,1317,443
2485,1,0,74,0,-74
2486,1,1,97,1237,1140
2487,1,1,862,1680,818
2488,1,1,748,1456,708
2489,1,1,177,1327,1150
2490,0,0,10,0,-10
2491,1,0,39,0,-39
2492,0,0,0,0,0
2493,0,0,5,0,-5
2494,1,0,21,0,-21
2495,1,1,455,1310,855
2496,1,1,253,1362,1109
2497,1,1,515,2129,1614
2498,1,0,12,0,-12
2499,1,1,351,1336,985
2500,0,0,4,0,-4
2501,1,1,700,1436,736
2502,0,0,65,0,-65
2503,1,1,599,1635,1036
2504,0,0,8,0,-8
2505,0,0,89,0,-89
2506,0,0,17,0,-17
2507,0,0,30,0,-30
2508,0,0,21,0,-21
2509,1,1,1009,1318,309
2510,1,1,648,1761,1113
2511,0,0,44,0,-44
2512,0,0,49,0,-49
2513,0,0,116,0,-116
2514,1,0,29,0,-29
2515,0,0,66,0,-66
2516,1,0,326,0,-326
2517,1,0,40,0,-40
2518,1,1,221,1275,1054
2519,1,1,585,1388,803
2520,1,1,541,1473,932
2521,0,0,100,0,-100
2522,0,0,5,0,-5
2523,0,0,15,0,-15
2524,1,0,111,0,-111
2525,1,1,365,1748,1383
2526,1,1,455,1320,865
2527,1,1,808,1374,566
2528,0,0,122,0,-122
2529,1,1,346,1241,895
2530,0,0,22,0,-22
2531,1,1,665,1231,566
2532,0,0,5,0,-5
2533,0,0,192,0,-192
2534,1,1,46,1935,1889
2535,1,0,104,0,-104
2536,1,0,2,0,-2
2537,1,0,188,0,-188
2538,1,0,195,0,-195
2539,0,0,10,0,-10
2540,0,0,3,0,-3
2541,1,1,1402,1266,-136
2542,1,1,373,1333,960
2543,0,0,112,0,-112
2544,1,0,37,0,-37
2545,1,0,29,0,-29
2546,0,0,40,0,-40
2547,1,1,163,1256,1093
2548,1,1,1153,1758,605
2549,1,0,7,0,-7
2550,1,1,631,1537,906
2551,1,1,126,1259,1133
2552,1,1,215,1778,1563
2553,1,1,1188,1422,234
2554,0,0,9,0,-9
2555,1,1,498,1435,937
2556,0,0,78,0,-78
2557,1,0,116,0,-116
2558,1,1,55,1580,1525
2559,0,0,66,0,-66
2560,0,0,34,0,-34
2561,0,0,81,0,-81
2562,1,1,1465,1514,49
2563,0,0,14,0,-14
2564,1,0,3,0,-3
2565,1,0,20,0,-20
2566,0,0,48,0,-48
2567,0,0,35,0,-35
2568,1,0,68,0,-68
2569,0,0,195,0,-195
2570,0,0,21,0,-21
2571,1,1,432,1274,842
2572,1,1,173,1512,1339
2573,1,0,43,0,-43
2574,0,0,62,0,-62
2575,0,0,25,0,-25
2576,1,0,3,0,-3
2577,1,0,18,0,-18
2578,0,0,16,0,-16
2579,1,0,25,0,-25
2580,0,0,51,0,-51
2581,1,1,119,1394,1275
2582,1,1,156,1236,1080
2583,1,1,112,1290,1178
2584,1,1,82,1452,1370
2585,1,0,20,0,-20
2586,0,0,61,0,-61
2587,1,0,12,0,-12
2588,1,1,476,1703,1227
2589,0,0,16,0,-16
2590,1,1,232,1234,1002
2591,1,0,89,0,-89
2592,0,0,8,0,-8
2593,1,1,286,1281,995
2594,0,0,0,0,0
2595,1,0,77,0,-77
2596,1,0,35,0,-35
2597,0,0,117,0,-117
2598,0,0,20,0,-20
2599,0,0,107,0,-107
2600,1,0,109,0,-109
2601,0,0,32,0,-32
2602,0,0,155,0,-155
2603,1,0,33,0,-33
2604,0,0,10,0,-10
2605,0,0,20,0,-20
2606,0,0,15,0,-15
2607,0,0,2,0,-2
2608,1,1,370,1266,896
2609,0,0,36,0,-36
2610,0,0,61,0,-61
2611,1,1,940,1357,417
2612,0,0,34,0,-34
2613,1,0,15,0,-15
2614,1,1,64,1501,1437
2615,1,0,24,0,-24
2616,0,0,9,0,-9
2617,1,0,44,0,-44
2618,0,0,74,0,-74
2619,0,0,110,0,-110
2620,0,0,3,0,-3
2621,0,0,27,0,-27
2622,1,1,215,1201,986
2623,1,0,10,0,-10
2624,1,1,299,1616,1317
2625,0,0,108,0,-108
2626,1,0,41,0,-41
2627,0,0,42,0,-42
2628,1,1,805,1491,686
2629,1,1,706,1436,730
2630,1,1,671,1254,583
2631,0,0,63,0,-63
2632,1,0,21,0,-21
2633,1,1,1290,1247,-43
2634,1,0,64,0,-64
2635,1,1,747,1275,528
2636,1,1,354,1438,1084
2637,0,0,102,0,-102
2638,0,0,40,0,-40
2639,1,1,1035,1287,252
2640,1,1,579,1346,767
2641,0,0,19,0,-19
2642,1,0,18,0,-18
2643,0,0,38,0,-38
2644,1,0,34,0,-34
2645,1,1,385,1258,873
2646,1,1,124,5100,4976
2647,0,0,0,0,0
2648,0,0,53,0,-53
2649,1,1,130,1387,1257
2650,0,0,171,0,-171
2651,1,1,553,1314,761
2652,1,1,65,2443,2378
2653,0,0,148,0,-148
2654,1,0,62,0,-62
2655,0,0,52,0,-52
2656,0,0,24,0,-24
2657,1,0,59,0,-59
2658,0,0,105,0,-105
2659,0,0,3,0,-3
2660,1,1,49,1521,1472
2661,1,1,323,1282,959
2662,1,1,176,2236,2060
2663,1,0,37,0,-37
2664,1,0,22,0,-22
2665,1,1,195,1428,1233
2666,0,0,13,0,-13
2667,1,1,223,1776,1553
2668,1,0,32,0,-32
2669,1,0,60,0,-60
2670,0,0,30,0,-30
2671,1,0,27,0,-27
2672,1,1,496,1200,704
2673,1,0,3,0,-3
2674,1,1,225,1726,1501
2675,0,0,9,0,-9
2676,0,0,45,0,-45
2677,0,0,38,0,-38
2678,1,0,89,0,-89
2679,1,0,65,0,-65
2680,1,0,61,0,-61
2681,1,1,609,1232,623
2682,1,0,103,0,-103
2683,1,0,69,0,-69
2684,1,1,666,1517,851
2685,1,0,15,0,-15
2686,1,0,11,0,-11
2687,0,0,24,0,-24
2688,1,1,932,1358,426
2689,1,1,2507,1471,-1036
2690,0,0,24,0,-24
2691,1,1,207,1411,1204
2692,1,1,166,1331,1165
2693,1,1,595,1490,895
2694,1,1,50,1256,1206
2695,1,0,42,0,-42
2696,0,0,24,0,-24
2697,1,0,3,0,-3
2698,0,0,29,0,-29
2699,0,0,33,0,-33
2700,1,1,359,1317,958
2701,1,0,2,0,-2
2702,1,0,5,0,-5
2703,1,0,29,0,-29
2704,0,0,203,0,-203
2705,0,0,8,0,-8
2706,1,0,50,0,-50
2707,1,1,487,1470,983
2708,1,1,165,1279,1114
2709,0,0,2,0,-2
2710,0,0,11,0,-11
2711,0,0,58,0,-58
2712,1,0,82,0,-82
2713,1,0,111,0,-111
2714,1,0,37,0,-37
2715,1,0,70,0,-70
2716,1,0,1,0,-1
2717,0,0,43,0,-43
2718,1,0,50,0,-50
2719,0,0,14,0,-14
2720,0,0,21,0,-21
2721,0,0,12,0,-12
2722,1,1,777,1539,762
2723,1,1,167,1536,1369
2724,0,0,23,0,-23
2725,0,0,51,0,-51
2726,0,0,79,0,-79
2727,0,0,25,0,-25
2728,1,1,136,1277,1141
2729,1,0,4,0,-4
2730,1,0,8,0,-8
2731,0,0,3,0,-3
2732,1,1,802,1273,471
2733,1,0,215,0,-215
2734,1,0,12,0,-12
2735,1,0,115,0,-115
2736,0,0,33,0,-33
2737,1,1,462,1297,835
2738,1,0,83,0,-83
2739,0,0,15,0,-15
2740,1,0,119,0,-119
2741,1,0,12,0,-12
2742,1,1,952,1379,427
2743,0,0,5,0,-5
2744,0,0,17,0,-17
2745,1,0,111,0,-111
2746,1,0,31,0,-31
2747,1,0,46,0,-46
2748,0,0,124,0,-124
2749,1,0,90,0,-90
2750,0,0,10,0,-10
2751,0,0,101,0,-101
2752,1,0,36,0,-36
2753,0,0,13,0,-13
2754,1,1,556,1448,892
2755,1,0,150,0,-150
2756,1,1,1168,1344,176
2757,1,0,53,0,-53
2758,1,0,27,0,-27
2759,1,1,89,1537,1448
2760,1,0,64,0,-64
2761,1,1,1406,1211,-195
2762,1,0,38,0,-38
2763,1,1,2327,1444,-883
2764,1,1,24,1362,1338
2765,1,1,73,1504,1431
2766,0,0,32,0,-32
2767,0,0,33,0,-33
2768,1,0,38,0,-38
2769,1,1,250,1750,1500
2770,1,0,172,0,-172
2771,1,0,114,0,-114
2772,1,0,39,0,-39
2773,0,0,20,0,-20
2774,1,0,92,0,-92
2775,0,0,77,0,-77
2776,1,0,33,0,-33
2777,1,1,612,1546,934
2778,0,0,21,0,-21
2779,0,0,16,0,-16
2780,0,0,69,0,-69
2781,1,0,25,0,-25
2782,0,0,8,0,-8
2783,1,1,212,1329,1117
2784,0,0,3,0,-3
2785,0,0,35,0,-35
2786,1,1,221,2283,2062
2787,1,1,307,1239,932
2788,1,0,9,0,-9
2789,1,0,83,0,-83
2790,0,0,0,0,0
2791,0,0,70,0,-70
2792,1,0,19,0,-19
2793,1,0,27,0,-27
2794,1,0,4,0,-4
2795,0,0,34,0,-34
2796,1,0,57,0,-57
2797,1,1,115,1736,1621
2798,0,0,45,0,-45
2799,1,0,49,0,-49
2800,1,1,306,1281,975
2801,0,0,10,0,-10
2802,0,0,15,0,-15
2803,1,0,29,0,-29
2804,0,0,19,0,-19
2805,1,1,551,1714,1163
2806,1,0,79,0,-79
2807,1,1,314,2186,1872
2808,1,1,590,1302,712
2809,1,0,2,0,-2
2810,1,1,785,1384,599
2811,1,1,6,1998,1992
2812,1,0,3,0,-3
2813,1,1,103,1623,1520
2814,1,1,562,1308,746
2815,0,0,46,0,-46
2816,0,0,46,0,-46
2817,0,0,177,0,-177
2818,1,1,270,2242,1972
2819,1,1,554,1264,710
2820,1,0,56,0,-56
2821,1,0,21,0,-21
2822,1,0,17,0,-17
2823,0,0,68,0,-68
2824,0,0,22,0,-22
2825,1,0,284,0,-284
2826,1,1,1725,1589,-136
2827,0,0,331,0,-331
2828,1,1,557,1287,730
2829,0,0,9,0,-9
2830,1,1,260,1299,1039
2831,1,1,52,1535,1483
2832,0,0,5,0,-5
2833,0,0,17,0,-17
2834,1,0,23,0,-23
2835,1,0,44,0,-44
2836,0,0,1,0,-1
2837,1,1,324,1633,1309
2838,1,1,435,1236,801
2839,0,0,7,0,-7
2840,1,0,43,0,-43
2841,0,0,50,0,-50
2842,1,1,1470,1441,-29
2843,1,1,1022,1207,185
2844,1,0,10,0,-10
2845,0,0,36,0,-36
2846,0,0,67,0,-67
2847,1,0,28,0,-28
2848,1,0,51,0,-51
2849,1,0,34,0,-34
2850,1,1,131,2866,2735
2851,0,0,29,0,-29
2852,0,0,168,0,-168
2853,0,0,33,0,-33
2854,1,1,1113,2006,893
2855,0,0,74,0,-74
2856,0,0,178,0,-178
2857,0,0,22,0,-22
2858,1,0,84,0,-84
2859,1,1,11,1806,1795
2860,0,0,50,0,-50
2861,1,0,85,0,-85
2862,0,0,17,0,-17
2863,1,0,16,0,-16
2864,0,0,42,0,-42
2865,1,1,196,1441,1245
2866,1,0,24,0,-24
2867,1,1,1363,1221,-142
2868,0,0,102,0,-102
2869,1,1,61,1522,1461
2870,1,1,649,1254,605
2871,1,1,224,1614,1390
2872,1,1,46,1949,1903
2873,0,0,58,0,-58
2874,1,0,7,0,-7
2875,1,1,91,1322,1231
2876,1,1,836,2350,1514
2877,1,1,1515,1441,-74
2878,1,1,781,1220,439
2879,1,1,273,2219,1946
2880,1,0,128,0,-128
2881,1,0,13,0,-13
2882,0,0,55,0,-55
2883,1,1,1200,1461,261
2884,1,1,702,1476,774
2885,0,0,76,0,-76
2886,0,0,22,0,-22
2887,0,0,104,0,-104
2888,0,0,131,0,-131
2889,0,0,64,0,-64
2890,0,0,26,0,-26
2891,1,1,74,1605,1531
2892,1,0,42,0,-42
2893,1,1,306,1316,1010
2894,1,1,575,1586,1011
2895,1,0,138,0,-138
2896,0,0,69,0,-69
2897,1,1,42,1259,1217
2898,1,1,317,1462,1145
2899,1,1,89,2792,2703
2900,1,1,295,1597,1302
2901,0,0,6,0,-6
2902,1,1,351,1315,964
2903,0,0,225,0,-225
2904,1,0,37,0,-37
2905,1,1,196,1208,1012
2906,1,1,658,1254,596
2907,1,1,1074,1679,605
2908,0,0,3,0,-3
2909,1,0,17,0,-17
2910,0,0,34,0,-34
2911,0,0,66,0,-66
2912,1,1,697,1233,536
2913,1,0,15,0,-15
2914,1,1,370,1403,1033
2915,0,0,29,0,-29
2916,0,0,32,0,-32
2917,1,0,7,0,-7
2918,1,0,37,0,-37
2919,0,0,107,0,-107
2920,0,0,23,0,-23
2921,1,1,630,1574,944
2922,1,0,4,0,-4
2923,1,1,196,1988,1792
2924,1,1,78,1291,1213
2925,1,1,973,1574,601
2926,1,1,215,1379,1164
2927,1,0,34,0,-34
2928,1,1,33,1489,1456
2929,1,0,12,0,-12
2930,1,0,50,0,-50
2931,1,1,690,1520,830
2932,1,1,168,1498,1330
2933,0,0,94,0,-94
2934,0,0,79,0,-79
2935,1,1,287,1297,1010
2936,1,0,21,0,-21
2937,0,0,120,0,-120
2938,1,1,276,1780,1504
2939,0,0,0,0,0
2940,0,0,60,0,-60
2941,1,1,1453,1225,-228
2942,1,0,29,0,-29
2943,1,0,8,0,-8
2944,1,1,736,1241,505
2945,1,1,1312,1273,-39
2946,1,0,21,0,-21
2947,1,0,42,0,-42
2948,1,1,324,2246,1922
2949,0,0,0,0,0
2950,0,0,11,0,-11
2951,1,0,28,0,-28
2952,1,0,32,0,-32
2953,1,0,33,0,-33
2954,1,0,1,0,-1
2955,1,1,1161,1579,418
2956,0,0,37,0,-37
2957,0,0,35,0,-35
2958,1,1,198,1363,1165
2959,1,0,143,0,-143
2960,0,0,112,0,-112
2961,0,0,176,0,-176
2962,1,1,1103,1345,242
2963,1,1,821,1225,404
2964,1,0,19,0,-19
2965,0,0,13,0,-13
2966,0,0,2,0,-2
2967,0,0,13,0,-13
2968,1,0,10,0,-10
2969,0,0,12,0,-12
2970,1,0,182,0,-182
2971,0,0,12,0,-12
2972,1,0,132,0,-132
2973,1,1,274,2176,1902
2974,1,0,21,0,-21
2975,0,0,6,0,-6
2976,1,0,122,0,-122
2977,0,0,16,0,-16
2978,1,0,51,0,-51
2979,0,0,15,0,-15
2980,1,0,128,0,-128
2981,1,1,316,1217,901
2982,1,0,48,0,-48
2983,0,0,31,0,-31
2984,1,0,34,0,-34
2985,0,0,41,0,-41
2986,0,0,2,0,-2
2987,1,0,8,0,-8
2988,1,0,22,0,-22
2989,1,0,7,0,-7
2990,1,1,64,1867,1803
2991,1,1,149,2237,2088
2992,1,1,732,1350,618
2993,1,1,581,1659,1078
2994,0,0,87,0,-87
2995,0,0,4,0,-4
2996,0,0,15,0,-15
2997,1,1,160,1486,1326
2998,0,0,17,0,-17
2999,0,0,5,0,-5
3000,1,1,877,1232,355
3001,1,1,1738,1305,-433
3002,0,0,9,0,-9
3003,0,0,15,0,-15
3004,1,1,609,1486,877
3005,0,0,242,0,-242
3006,0,0,31,0,-31
3007,1,0,21,0,-21
3008,1,1,34,1231,1197
3009,1,0,66,0,-66
3010,0,0,81,0,-81
3011,0,0,57,0,-57
3012,0,0,26,0,-26
