ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
9549,66,20639.000106324358,0.0033103705077976732,1,1030,9841,1454,10265
9550,40,20271.25231567597,0.3381765350587961,1,112,8381,1892,10161
9551,50,22168.47543952429,0.24156529093047785,1,200,10032,1978,11810
9552,23,23449.828531475818,0.026121016910295232,1,1707,8448,2306,9047
9553,26,48680.207142960324,0.0777057348950533,0,18,0,0,-18
9554,53,36938.09570216021,0.16939342246616554,1,67,11339,1707,12979
9555,56,31744.54314617786,0.14133837501584576,0,7,0,0,-7
9556,52,22336.643340003244,0.06979319886029056,1,417,6727,3935,10245
9557,18,21706.221023768176,0.015600876656980857,1,757,5761,1916,6920
9558,66,20555.781206069605,0.03440779880069071,0,18,0,0,-18
9559,31,34173.311723840736,0.198750722204356,1,1241,5242,1538,5539
9560,55,32925.532964549224,0.08291845605960421,1,687,7020,2379,8712
9561,57,27047.24570197767,0.05770480223742897,1,364,5467,1816,6919
9562,24,28175.287259629553,0.4552816407319445,0,36,0,0,-36
9563,69,20753.4941846496,0.04286848139208947,1,720,8364,3167,10811
9564,38,21167.210213471662,0.12214438291215461,0,29,0,0,-29
9565,71,32168.272723594466,0.13439035058200824,1,515,9709,1643,10837
9566,45,27163.418593785358,0.37521030211698897,0,19,0,0,-19
9567,25,24287.814245219215,0.3540760066637794,1,320,5309,4545,9534
9568,20,38007.10407249565,0.19632374928681778,1,362,5764,1357,6759
9569,53,26233.688699802486,0.14480451410697462,1,333,51578,1571,52816
9570,38,33263.58190745615,0.0423685403374018,1,239,6377,1629,7767
9571,25,25485.191848787028,0.17722805197954244,1,1082,6702,1877,7497
9572,56,30416.649713335337,0.005692709912481675,1,360,7648,1767,9055
9573,20,21073.644390215526,0.056152979849577914,1,80,6327,1655,7902
9574,35,42819.70851821307,0.12027412140398012,0,3,0,0,-3
9575,28,20190.50650475786,0.14030013551157064,0,22,0,0,-22
9576,36,33897.01832934001,0.07298210330878564,1,265,6061,3595,9391
9577,62,25274.86746610049,0.1299902033568049,1,215,25461,2259,27505
9578,26,57591.17157594959,0.16055242790117016,1,144,8064,1907,9827
9579,27,20122.783773081195,0.05007336786218836,1,1619,5343,1406,5130
9580,52,32711.23962389431,0.05585103089732314,0,71,0,0,-71
9581,44,21732.593144255356,0.1449536220888016,0,33,0,0,-33
9582,64,38850.52977815573,0.35377491311576853,1,1166,5836,1333,6003
9583,57,138625.60665529297,0.21744343456300436,0,7,0,0,-7
9584,68,25361.85317098657,0.11890937913048061,0,67,0,0,-67
9585,53,22168.733648701396,0.06549226097253188,1,1114,12405,2863,14154
9586,38,21752.74342758549,0.03470559784245139,0,78,0,0,-78
9587,61,24499.016654711533,0.05163253910104792,1,869,5728,1573,6432
9588,41,23509.70481598325,0.09828184152179462,1,1477,11231,1354,11108
9589,36,27627.377800320057,0.3795229764846315,1,707,22629,3099,25021
9590,39,23425.177811480728,0.04353763135579235,1,530,20018,1564,21052
9591,21,22141.776645185622,0.06265915201053059,1,265,14282,1809,15826
9592,61,21995.971728855533,0.30743193931432944,0,114,0,0,-114
9593,39,20969.351907385415,0.2919564661796848,1,1428,9958,1651,10181
9594,18,21178.869919018514,0.038924061550036165,1,391,9696,1494,10799
9595,39,27687.245272999764,0.053295482940377954,1,706,15519,1798,16611
9596,20,22799.207268156155,0.0644451566771288,1,149,5800,1788,7439
9597,27,26104.146461629578,0.009720197931458676,1,119,7111,4343,11335
9598,45,23688.984991780133,0.1880778242000718,1,337,5641,2546,7850
9599,23,23787.79077820031,0.0017606682090736572,1,276,5501,1350,6575
9600,22,22133.17803448106,0.09597289287792674,1,447,5809,1471,6833
9601,68,392624.10875404696,0.030569970972484744,1,734,5356,1635,6257
9602,47,36792.73341872349,0.2091679184864846,1,245,5663,1384,6802
9603,21,40832.87962014705,0.22418530591945376,0,11,0,0,-11
9604,61,23884.04679188221,0.025031218882230092,1,685,39938,1482,40735
9605,75,153712.258382585,0.06184894781405803,1,1128,11262,2028,12162
9606,50,24860.499262116162,0.028205344414258544,1,953,6425,1601,7073
9607,35,25674.273052206674,0.02819023730360422,1,209,12014,1359,13164
9608,20,46000.01669715428,0.2728251377799965,1,984,16161,1475,16652
9609,49,22369.975089637952,0.0013193956908734462,1,1008,5422,1422,5836
9610,71,20499.68371747219,0.10931334117845037,1,516,8474,1550,9508
9611,38,21015.700677378267,0.41400587832899355,0,57,0,0,-57
9612,52,30304.807499800667,0.0732355541240277,1,176,13587,1723,15134
9613,38,39593.54646656695,0.09227155400615712,1,471,11660,2482,13671
9614,73,23658.53588175521,0.0013189433036306533,1,701,5359,1582,6240
9615,26,27980.876365011853,0.015695831071641464,1,292,5302,1485,6495
9616,34,40176.73379203689,0.041980719162444724,1,1286,11576,3737,14027
9617,44,28739.695727386177,0.05408367498388236,1,374,5592,1896,7114
9618,31,22466.714056847733,0.11487889033788035,1,1092,9320,1364,9592
9619,34,20198.18517256566,0.13101598947115614,1,37,5617,3585,9165
9620,70,23497.521143684542,0.015663763503337914,1,283,6421,1380,7518
9621,31,20190.455979048733,0.023337222738048932,0,15,0,0,-15
9622,69,26448.294430644524,0.151456370870336,0,9,0,0,-9
9623,59,47426.65985719345,0.02822255506965471,0,19,0,0,-19
9624,30,22321.244418809027,0.11414925486413818,1,216,10786,1437,12007
9625,50,23189.157670321263,0.20293740435145993,1,121,14137,1394,15410
9626,18,23455.78018193796,0.04323333683068718,1,238,10748,1638,12148
9627,20,20389.681820575683,0.38275576442982817,1,494,13005,2447,14958
9628,18,24335.820239878707,0.22099402705246668,0,10,0,0,-10
9629,29,36301.46718623118,0.01250376740156562,1,489,5523,1428,6462
9630,44,25740.984115506344,0.09396359303745404,1,1882,9198,1690,9006
9631,64,20737.12926362805,0.16836717644969734,1,773,5795,2927,7949
9632,74,21926.78083198141,0.037630468925615085,1,248,7724,1683,9159
9633,39,21689.659055961052,0.5077170983804051,0,32,0,0,-32
9634,22,27548.50646724694,0.1301746313016383,1,1971,5547,1614,5190
9635,44,35688.497501335325,0.08663402003608416,1,493,17408,1423,18338
9636,30,23369.072051000974,0.35002908772531593,1,3191,5239,1670,3718
9637,61,20210.111973392453,0.030622736780221264,1,89,13813,1471,15195
9638,28,32954.70727904638,0.4027848087899186,1,655,14215,1466,15026
9639,46,23574.208802871253,0.06366520535640895,0,15,0,0,-15
9640,27,22610.18333557224,0.30368851426862636,1,481,6129,2374,8022
9641,28,27798.4655492828,0.16427730786040654,1,518,6832,1387,7701
9642,19,28619.57811333834,0.04242195911015235,1,52,5806,1427,7181
9643,18,20047.381535154436,0.3516087576219824,0,57,0,0,-57
9644,64,46753.51595898281,0.11779984131272213,1,356,13185,1562,14391
9645,35,23591.523496906964,0.21705772650163407,1,753,6226,1680,7153
9646,29,26763.078534580414,0.017011818103591026,1,781,10770,1359,11348
9647,75,30680.634261975443,0.16838302852625214,1,518,5666,1844,6992
9648,20,83082.84696508032,0.08849964506179488,1,1519,6320,1517,6318
9649,70,25839.646188968436,0.26869839115928223,0,11,0,0,-11
9650,24,23310.952075560355,0.037300146433465124,1,278,6249,1512,7483
9651,50,35391.59600943733,0.18997343453310164,1,191,6894,1679,8382
9652,22,27451.906141503205,0.04674531589132655,0,114,0,0,-114
9653,66,23536.169519526746,0.07174836852997432,1,40,5491,2563,8014
9654,28,25774.303418634303,0.011644822453738808,1,72,5472,1419,6819
9655,50,27029.67080450434,0.2808477631919401,1,48,9459,1582,10993
9656,27,33916.42077378679,0.12798718814603252,1,321,6132,1412,7223
9657,62,21794.0673668439,0.09960150081731177,1,194,19946,2484,22236
9658,23,21496.873479787846,0.03249262899176152,1,953,6121,1733,6901
9659,39,66982.41573902521,0.4219451781545062,0,137,0,0,-137
9660,31,30443.00971752858,0.12195364180588082,1,367,5891,1522,7046
9661,24,24101.87042550439,0.046210747326142526,1,11,5266,1719,6974
9662,47,28811.046700585168,0.1455172481870392,1,707,5686,1685,6664
9663,39,30692.077856255695,0.0019769414649077215,0,25,0,0,-25
9664,44,30812.577267615354,0.027072355845407695,1,605,8464,1375,9234
9665,27,27169.37302074951,0.20666178558931403,1,2255,14458,1357,13560
9666,28,26418.27961281436,0.02304185404820633,0,17,0,0,-17
9667,34,59405.25911536982,0.02068342271377407,1,584,12093,1793,13302
9668,23,48064.63057230574,0.0887739881503291,1,697,6717,1431,7451
9669,48,21102.503674876778,0.017697957518030452,1,1912,5907,1355,5350
9670,20,22159.575948798985,0.11375364226862109,1,2547,6274,1587,5314
9671,18,29346.4220758568,0.3922053735097873,0,249,0,0,-249
9672,20,20790.885220994227,0.13001342929311047,1,135,5484,1911,7260
9673,23,37754.23144381006,0.130560005284983,1,1461,5302,1501,5342
9674,45,25197.28486286475,0.26813411818032423,1,279,17752,1581,19054
9675,18,21996.627318478437,0.14992166606546584,0,43,0,0,-43
9676,28,22187.9477320381,0.2957132776834043,1,657,32526,3570,35439
9677,19,25737.404593614076,0.18750807543006445,1,884,5591,1420,6127
9678,21,21452.63146361533,0.018855263749325987,0,22,0,0,-22
9679,18,21223.950814282958,0.031638416885077174,1,519,6217,2112,7810
9680,20,36558.96404020908,0.07505662641442909,0,9,0,0,-9
9681,18,29899.70494125643,0.25572715619333847,1,131,5689,1920,7478
9682,49,23873.032000231517,0.1638543416608966,1,728,6617,1553,7442
9683,46,36020.23595535468,0.0009541097016917643,1,72,18658,2384,20970
9684,25,20056.895323594927,0.09679736851209969,1,504,5520,1442,6458
9685,35,39792.0943845293,0.13956185967665144,1,109,6144,1978,8013
9686,50,29158.7292311555,0.12366918567712781,0,19,0,0,-19
9687,33,37217.1912706811,0.1564325629714447,1,50,5786,1357,7093
9688,24,27009.679473019143,0.0830920572874102,1,481,10405,2174,12098
9689,53,23656.249621654333,0.03213016824115389,1,1461,8787,1981,9307
9690,50,22556.75193828361,0.027687915215279846,1,1360,5952,2292,6884
9691,45,21316.32890738667,0.19856818772923704,0,18,0,0,-18
9692,27,24272.868909468973,0.017473174043227808,1,434,7529,1702,8797
9693,69,27054.809463790854,0.13680399535433824,1,86,36103,1385,37402
9694,26,20664.235191086813,0.0069656107249074515,1,258,10335,4002,14079
9695,26,21735.17079063017,0.043222790300766804,1,466,9955,2215,11704
9696,54,27924.581529313426,0.0840810430184916,1,81,10335,1507,11761
9697,42,24332.097651554854,0.1169101849470005,0,64,0,0,-64
9698,51,28239.99482350609,0.1430297350246391,0,24,0,0,-24
9699,32,24646.719552619637,0.02366579446785314,1,1099,7120,2642,8663
9700,64,21025.114333123485,0.18741851450342448,0,7,0,0,-7
9701,20,30460.204137831795,0.12840894260916175,0,3,0,0,-3
9702,61,34159.61671697651,0.2763536089713097,1,367,6119,1590,7342
9703,66,25114.874042869997,0.018968434563514065,1,97,12213,2195,14311
9704,32,22819.328875636034,0.044717574363771474,1,361,36923,4170,40732
9705,27,25144.79229031218,0.20041536435007393,1,324,13997,2330,16003
9706,23,24267.27402638142,0.025244089454169838,1,252,25713,2869,28330
9707,46,20018.619899816018,0.07223084419047539,1,95,6101,2831,8837
9708,30,35485.03747848113,0.08158319402200354,1,337,5822,2536,8021
9709,62,121697.16169513905,0.047758959592641564,1,383,6928,1378,7923
9710,38,28082.730739104663,0.04681883483179993,0,73,0,0,-73
9711,23,24761.889391407647,0.2367001604635043,1,106,9346,1822,11062
9712,34,35693.59495055033,0.1716244183399969,1,472,6798,1628,7954
9713,59,26007.90011313465,0.03543728390126332,1,50,8758,1563,10271
9714,63,47738.98294523865,0.041427364475589555,1,1562,5826,1517,5781
9715,20,25138.441552084572,0.2270160017869352,1,51,5629,1340,6918
9716,66,24980.078200150452,0.37056535423507697,1,440,5901,2000,7461
9717,59,22582.50396689435,0.17902908840197437,0,42,0,0,-42
9718,50,31305.817928323693,0.01446896428812168,1,793,24141,4735,28083
9719,39,23010.745555828933,0.07495042105052428,1,493,5753,1795,7055
9720,51,39145.322972139256,0.08219672730256254,1,182,9402,1986,11206
9721,33,20655.661936293916,0.03148635378942886,1,274,7175,1521,8422
9722,40,27584.8576678016,0.28161095396733676,0,87,0,0,-87
9723,20,53875.045648650455,0.04892143597783834,1,468,8752,1361,9645
9724,54,20063.145004607373,0.052421365653621,0,107,0,0,-107
9725,19,28349.489814882523,0.018937109383843912,1,218,5617,1818,7217
9726,75,20766.431162990866,0.03993076943650813,1,710,7253,1456,7999
9727,68,27122.71950985031,0.36331089250598375,1,1113,9902,1563,10352
9728,35,55547.24023431153,0.10152790320083654,1,100,6389,1598,7887
9729,74,22968.497386241303,0.015723068883743602,1,313,5524,7027,12238
9730,22,20418.293980219285,0.01841029425411744,1,74,5558,1458,6942
9731,63,25056.228302100575,0.007112040143818791,1,1458,5423,1438,5403
9732,75,22588.459327488603,0.2116352722845774,1,112,7071,2410,9369
9733,57,27040.213842561927,0.11036098698652569,1,1499,7399,2133,8033
9734,19,40534.582555323694,0.09492517538792065,1,369,9188,1438,10257
9735,29,23328.61239837296,0.0632753655303019,0,21,0,0,-21
9736,20,27473.05156346801,0.12049295729832045,1,250,9090,1438,10278
9737,34,25562.25313572002,0.09969634473089986,0,108,0,0,-108
9738,18,26254.977672156343,0.10043045081242387,0,7,0,0,-7
9739,50,23481.26254570895,0.05185667334566405,0,55,0,0,-55
9740,21,23977.84754675624,0.034118858083028565,1,334,7903,1453,9022
9741,51,21846.718236909852,0.04568589320673555,1,193,5281,2176,7264
9742,27,39270.25261663101,0.1033991928294876,1,252,18011,3240,20999
9743,37,31639.11086346568,0.027499645000757602,1,608,7798,1740,8930
9744,50,24126.325123415427,0.028615775896475387,1,781,37047,1859,38125
9745,38,24606.63785457401,0.15499946907672726,1,501,6230,3105,8834
9746,60,21228.370469463232,0.2584503690744747,1,346,10492,1870,12016
9747,37,21580.25627033027,0.030697939638682368,1,22,10339,2004,12321
9748,27,28708.148496753773,0.17415649156527607,1,502,63143,1552,64193
9749,57,47997.660164043176,0.11481624018537816,1,504,8540,1359,9395
9750,35,43697.957771590096,0.1291275079597166,0,84,0,0,-84
9751,18,25457.65616693446,0.06648014131372973,1,481,7174,2426,9119
9752,47,34203.40175457595,0.01175221233458808,1,1069,7139,1364,7434
9753,20,20615.82967902371,0.03715445222465061,1,139,9144,1443,10448
9754,28,21389.176433075292,0.02778982055096216,1,47,8417,2529,10899
9755,26,20323.415847924407,0.03594569974198515,1,109,5577,2450,7918
9756,40,20196.235009369175,0.40908552732042386,0,19,0,0,-19
9757,43,20882.009769590954,0.021192721049651624,1,296,7239,5173,12116
9758,62,23536.5005054757,0.06206773049746104,1,1173,11333,2360,12520
9759,48,31210.032620312035,0.26333773055352205,0,0,0,0,0
9760,44,20467.017428970146,0.1183898574356782,1,549,5789,1890,7130
9761,20,26528.286202673553,0.21418924284797825,1,660,7336,1791,8467
9762,73,20511.424434187476,0.0191332316726695,1,16,19373,1447,20804
9763,65,30796.42289336886,0.05553865093433846,1,419,22071,1404,23056
9764,75,30371.640368521945,0.22026531745827801,1,72,6056,1487,7471
9765,22,22418.970507312653,0.005432663053460176,1,531,9276,2109,10854
9766,22,34715.09175111862,0.15219366329728418,1,139,10489,1625,11975
9767,27,21109.561108777067,0.05623182331623503,1,302,6187,1896,7781
9768,40,26582.604906096185,0.038896921589447596,0,14,0,0,-14
9769,41,20189.424312614057,0.09594941598664257,1,1422,5513,1771,5862
9770,22,20504.50583630013,0.04232788263080767,0,158,0,0,-158
9771,23,21308.59954800043,0.1571025307175062,1,821,28879,1420,29478
9772,38,34188.06633610608,0.22297332202610468,1,601,19532,1493,20424
9773,48,25846.40732958174,0.11713303334350922,0,90,0,0,-90
9774,60,142683.97943637433,0.0978486681537639,1,101,7901,1519,9319
9775,25,22842.059645989248,0.03030540202573052,1,890,5615,2732,7457
9776,35,21287.307263037837,0.17995932006644869,1,449,8388,1337,9276
9777,73,21891.51380245346,0.10016584876815857,1,676,16033,1985,17342
9778,58,32879.124718208106,0.06034393034097716,0,40,0,0,-40
9779,18,154569.56206400547,0.24967162584848412,1,137,6601,1984,8448
9780,32,23571.296440133556,0.5310411635557352,0,75,0,0,-75
9781,40,34730.74588321344,0.03387677564532249,1,759,15612,1901,16754
9782,64,23720.19880553507,0.0195304044732606,1,1269,14926,1693,15350
9783,19,22443.695072847335,0.2537337451709958,1,626,44421,1475,45270
9784,18,57826.41738215036,0.0013583989172978633,1,139,11414,1447,12722
9785,58,28085.578759713142,0.006843882903224508,1,276,5269,2514,7507
9786,44,31118.92232903799,0.033991054437513935,1,622,5849,1511,6738
9787,56,24544.475159199315,0.027216943783679625,1,736,7694,1954,8912
9788,30,25651.267757587248,0.15145022481741396,1,116,5903,1755,7542
9789,18,24254.179601639,0.08654162006133058,1,250,8084,2831,10665
9790,57,21226.56422500425,0.10917814545614872,1,1173,6148,1516,6491
9791,50,50378.87733003619,0.15256662457623515,1,485,30364,1439,31318
9792,72,20372.776521537435,0.2535807412349663,1,1036,7393,1815,8172
9793,62,22132.338532486374,0.2573079178098212,0,33,0,0,-33
9794,34,25025.320681726727,0.2330285835549718,1,280,6977,1978,8675
9795,67,35657.08892201191,0.20875054721364142,1,1265,33029,1550,33314
9796,49,20025.181578109074,0.2999775970838457,1,313,5818,1414,6919
9797,44,30078.622193033483,0.15812082231404662,1,596,6104,1594,7102
9798,47,23495.04164148598,0.1075770844869958,1,259,5351,1460,6552
9799,19,24256.00916876052,0.06988702248910694,0,107,0,0,-107
9800,47,31656.24219619553,0.11577973931355093,0,85,0,0,-85
9801,41,27991.424284708362,0.03082417082423923,1,965,6829,1656,7520
9802,72,21943.407636576172,0.04760730668626401,1,337,5440,1740,6843
9803,36,20021.490227466686,0.24252754014430306,1,206,5440,7306,12540
9804,59,22110.95672674002,0.039688621002103984,0,57,0,0,-57
9805,34,23273.652452475813,0.011021268544646811,1,1672,11868,2165,12361
9806,23,21909.07200518896,0.06592078943425426,1,144,7405,1762,9023
9807,73,21972.438164977608,0.02017470934811174,1,1491,5306,1447,5262
9808,19,46157.52726099397,0.0803358829470578,1,88,5320,1455,6687
9809,75,20452.715567105173,0.13154761719603397,1,2007,6155,1364,5512
9810,43,23249.91060134625,0.032006966467317606,0,27,0,0,-27
9811,20,24787.176240439225,0.45114875936114546,1,416,11603,1541,12728
9812,42,24383.4498507579,0.03950116220488125,1,740,9896,1593,10749
9813,24,40728.350506927585,0.13236364629012726,1,568,15195,1936,16563
9814,43,21068.608003818557,0.05230130026450689,1,1404,5721,1461,5778
9815,51,29680.468832105005,0.004897538148927891,1,800,8108,2274,9582
9816,30,23184.49509591371,0.12725318407561267,1,311,5461,1429,6579
9817,40,25641.041026975916,0.06179946955243297,1,252,11360,1610,12718
9818,60,38278.581947546845,0.06392614793823033,0,51,0,0,-51
9819,47,27820.327463436122,0.10626070279998204,0,17,0,0,-17
9820,58,20669.297610142898,0.3321477026506685,1,605,5889,2980,8264
9821,60,34279.038783263175,0.26294622366842796,1,558,5460,1499,6401
9822,56,37634.38481402643,0.2369475759266163,1,109,7072,1482,8445
9823,23,20002.149775592956,0.003447664421271393,1,380,6104,1623,7347
9824,24,25431.52270028501,0.03543131425326227,1,621,6272,1778,7429
9825,41,29207.546770771143,0.16577477793573644,1,416,16399,1387,17370
9826,49,20268.49180928991,0.030727742595816003,0,69,0,0,-69
9827,38,41485.1371442726,0.055870098388401686,1,257,5814,1474,7031
9828,34,30914.59402676319,0.07040117501796939,1,237,7036,1909,8708
9829,24,22936.405685381324,0.07271847129731357,1,623,5992,2013,7382
9830,48,64554.638935237024,0.05670590839135279,1,1706,8029,1865,8188
9831,31,34098.27904556174,0.2437807612711486,1,19,10789,1896,12666
9832,67,38744.410153792225,0.08015901611268997,1,61,9230,3698,12867
9833,45,48708.610326509406,0.027557929728194687,1,47,10638,2095,12686
9834,20,42197.25912839986,0.2186060933246158,0,90,0,0,-90
9835,18,23880.850084214624,0.07065415478268063,1,200,5264,1757,6821
9836,52,20622.730978925832,0.032372809345222305,1,363,7335,1465,8437
9837,35,59067.80224538371,0.06213200246121753,0,8,0,0,-8
9838,18,21639.564866335462,0.09141929322406908,1,432,5473,1720,6761
9839,26,34970.053851936565,0.13014209145030262,1,193,5744,1438,6989
9840,26,28030.579158898337,0.2430225415691817,1,57,6572,4506,11021
9841,24,20174.88424587255,0.005653223464031732,1,146,6698,1387,7939
9842,40,64510.57242774617,0.0907820158444854,1,1069,17530,1375,17836
9843,28,30956.406326814453,0.004397464232064381,1,113,25061,1939,26887
9844,27,23582.719167352778,0.08319172084952314,1,2378,14024,2598,14244
9845,18,30100.46895502472,0.2097180902256297,1,514,6028,1889,7403
9846,20,23000.462826409814,0.062272193265768896,1,253,49778,1826,51351
9847,47,110314.57632400346,0.16994714208426945,1,702,13711,1446,14455
9848,46,20198.171014657215,0.21615476206326112,1,423,12800,1417,13794
9849,42,33360.74592914748,0.017482273935715123,1,1771,5377,1701,5307
9850,22,27689.506011450325,0.11093386111249941,1,1374,7717,1439,7782
9851,20,39091.14620301981,0.11467805679573467,1,190,11805,1605,13220
9852,30,37165.93261083165,0.016799228010169122,1,246,8633,2532,10919
9853,22,23576.592820398168,0.07126877374267034,1,383,6257,2741,8615
9854,24,20779.168365363705,0.021739751627763624,1,191,13313,1553,14675
9855,48,31926.642837783318,0.17132427226056088,1,225,7908,1783,9466
9856,31,27681.73671863093,0.04907893403103871,1,747,13405,1393,14051
9857,61,35818.49001234838,0.05221756440121263,1,601,10085,1555,11039
9858,36,22333.263961833225,0.04555291558545367,1,371,6111,1658,7398
9859,47,20995.10276471804,0.06712886482747432,0,39,0,0,-39
9860,52,21613.792096498284,0.03405483180370012,0,160,0,0,-160
9861,23,24687.43517980613,0.056808998028707564,1,261,8488,1835,10062
9862,24,29723.185657017602,0.13748891340505873,1,800,8410,1456,9066
9863,30,24931.909769872876,0.24194407386325717,1,769,9059,1759,10049
9864,20,21392.896627106078,0.036185706847955745,1,148,8931,2264,11047
9865,18,25192.51518754419,0.03386367405916932,1,332,7391,1428,8487
9866,54,20471.698027528946,0.15286456074537785,1,279,5358,2614,7693
9867,20,20380.50719115671,0.3496332241631043,0,97,0,0,-97
9868,50,33489.817094386766,0.0590573811628447,0,61,0,0,-61
9869,44,23508.50843693347,0.25950248078366955,0,9,0,0,-9
9870,57,37356.330388365204,0.10743115157932859,1,573,6178,1410,7015
9871,22,40879.034428545914,0.003453677387771118,1,443,5479,1556,6592
9872,21,30350.02307052856,0.5818885686151825,0,17,0,0,-17
9873,55,21923.040825753244,0.1809673575917844,1,163,24571,1407,25815
9874,53,33814.36489917373,0.05889303395939208,1,303,16431,1367,17495
9875,59,24655.329708278274,0.06748318950945095,1,48,23374,1737,25063
9876,59,24064.744243901798,0.15096609938065947,1,665,5272,2094,6701
9877,47,27907.788780445753,0.045175797668392935,1,384,6073,1790,7479
9878,36,20283.671618236956,0.21818559432333667,0,49,0,0,-49
9879,18,59728.79221588374,0.10826820374205312,1,220,10087,1559,11426
9880,19,24995.8690983729,0.07823779939303055,1,167,5247,1366,6446
9881,41,28205.252810179532,0.508403010994469,1,243,6127,1707,7591
9882,18,26447.56865777618,0.18923822281139563,1,653,7357,1618,8322
9883,23,25501.678108268614,0.23952390147785624,1,112,13752,1607,15247
9884,52,25695.915296140032,0.17724681876319515,1,487,7625,2367,9505
9885,22,22571.13700835998,0.13136281545560743,0,134,0,0,-134
9886,50,43499.03230668846,0.20902595816841535,1,286,5947,1697,7358
9887,36,20076.022514113803,0.0972713905599169,1,320,13410,1381,14471
9888,53,20570.28139169587,0.030241150524996523,1,206,11025,1784,12603
9889,71,20773.614270250302,0.047248881048567726,1,588,5649,1826,6887
9890,28,29589.26169735935,0.021230269270138807,0,18,0,0,-18
9891,48,23489.586563700283,0.01690099638283896,1,456,25432,1336,26312
9892,25,25908.52567661943,0.10418740547651664,0,97,0,0,-97
9893,18,24434.028237241706,0.00225524046228305,0,9,0,0,-9
9894,30,21238.920811690165,0.007978816494394384,1,231,6893,1640,8302
9895,60,20620.948845969255,0.0448443443863723,1,286,13207,1524,14445
9896,31,25153.23867330656,0.2180934135415005,1,220,6185,1732,7697
9897,53,21733.597573277897,0.22323136372456076,0,23,0,0,-23
9898,70,22021.61400926579,0.26750058462976906,0,3,0,0,-3
9899,18,25132.97072651898,0.12609453917407945,1,968,5296,2628,6956
9900,74,23541.183300474768,0.028402464085262313,1,655,5940,1381,6666
9901,61,22170.294765373892,0.0823804950886641,1,840,13562,1781,14503
9902,75,22389.693659177767,0.08335552791290271,1,1040,5434,1402,5796
9903,55,24883.502861566274,0.30010744231723707,0,16,0,0,-16
9904,63,22778.61452214787,0.044876110345845766,1,66,5810,2706,8450
9905,25,59175.90656155626,0.008526695567115395,1,1199,5580,2009,6390
9906,18,30012.274251807827,0.19975207191879155,0,33,0,0,-33
9907,34,22390.228874007113,0.09113116783807042,1,204,6556,1349,7701
9908,46,20781.379679341313,0.005645277584664185,1,93,25289,1636,26832
9909,28,25593.07365320177,0.3379229606724239,0,75,0,0,-75
9910,32,42161.95541148552,0.13380600464452072,1,528,16644,1511,17627
9911,63,31564.41545079049,0.003268736834085937,1,963,13005,2122,14164
9912,36,21640.81110669363,0.2217976512918136,1,812,5311,2078,6577
9913,37,25572.569644987645,0.07362034447426595,1,157,12169,1440,13452
9914,72,55641.42248712326,0.05472006008068685,1,1230,13957,3758,16485
9915,49,22523.651658116247,0.10148281831424326,1,339,5642,1717,7020
9916,29,22233.67412806383,0.011133549506461676,1,93,8227,1355,9489
9917,38,32482.577552481867,0.0007227043135096515,1,696,5619,1401,6324
9918,18,20391.3041982491,0.049772833761979836,1,92,5459,1341,6708
9919,36,28678.152594231757,0.024697351197564634,0,44,0,0,-44
9920,50,27061.540310027875,0.13541248337944992,0,85,0,0,-85
9921,21,47901.371175304164,0.04868318237819304,1,348,11321,1375,12348
9922,73,30772.51460172757,0.1135470531138714,1,321,8913,2062,10654
9923,33,21012.658441811793,0.014020109176165708,1,248,6872,1725,8349
9924,61,25605.420328795364,0.11040606933605175,1,1389,6136,1436,6183
9925,22,28704.58610934657,0.030327479227403063,1,362,5404,1870,6912
9926,46,27786.58984470155,0.025523621843490822,0,33,0,0,-33
9927,68,54781.359050504805,0.3435103809646565,0,120,0,0,-120
9928,23,20079.791843476676,0.5644646438104803,1,382,9791,2074,11483
9929,34,28983.71251205333,0.16986333025386643,1,159,5288,1740,6869
9930,25,43765.51050571197,0.15956127450200122,1,1264,7044,1701,7481
9931,31,25722.338311941934,0.1125306167070926,0,27,0,0,-27
9932,28,23737.320861516502,0.03618220144272611,0,15,0,0,-15
9933,67,29815.8581782066,0.0139958475651391,1,902,9153,1548,9799
9934,18,21804.274399690283,0.272713298825835,1,197,8940,1872,10615
9935,75,46170.07202544569,0.3410344840408457,0,19,0,0,-19
9936,27,36981.32508915726,0.04008698569387216,1,94,15434,1673,17013
9937,53,21189.330494677768,0.06536452664703335,1,412,5673,1778,7039
9938,48,20831.998487288784,0.058830506997473095,1,3593,5686,1813,3906
9939,27,33834.42313766974,0.2551164319726112,1,734,7389,1434,8089
9940,50,21048.21925817576,0.14026726591891792,1,737,8840,1666,9769
9941,64,21772.713684299986,0.22629757510412993,0,46,0,0,-46
9942,30,28385.401003662522,0.2153029210169142,1,815,6141,2612,7938
9943,20,24463.296588583293,0.020140441747560033,1,72,7978,2074,9980
9944,20,45718.410935696375,0.06716233518464303,1,367,8058,2742,10433
9945,56,21654.98080435925,0.14610418254922125,1,34,13002,1951,14919
9946,47,20711.08070806122,0.22090712651025352,1,680,10515,1914,11749
9947,20,33340.64237528334,0.06772509700614064,1,63,9883,1375,11195
9948,34,31112.849820746833,0.03816918315823541,0,108,0,0,-108
9949,44,29757.301750669485,0.00800786277183215,1,2503,6862,1928,6287
9950,66,21098.00250062747,0.17450636659270227,1,369,6796,1336,7763
